datetime,tweet_type,tweet_text,og_author_id,og_author_name,og_author_desc,og_author_username,tweet_author_id,tweet_author_name,tweet_author_desc,tweet_author_username,date,rounded_datetime,time
2022-10-16 04:39:47,retweeted,RT @ShakurStevenson: Good work Dev @Realdevinhaney,64963948,Devin Haney,Professional Boxer 28-0 15KOS,Realdevinhaney,56484089,Corilla De Trill,,enc0ur,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:47,retweeted,RT @Beccasaur64: Way too much stress from work recently. Luckily my bros are here to help me unwind 😇 https://t.co/ZhWxsOHLS2,1334422417201111041,🎃 Beccasaur64 🎃,"@Beccaisbunny 4 frens n moots

🖤@badendbitch🖤
https://t.co/ocGAiWf1yS
18+ Goblin/Bunnyposter
Perfect Pet
$7 OF if you wanna see my lewder vids 😖 (or for customs 😳)",Beccasaur64,1414938703974252549,🔥💨FRANK SHMOKE 😮‍💨😈,"Imma Freaky ass stoner , come watch me smoke & play with myself in different POV #curious #allwelcome #dmv #nyc  ft shows 50$ meet ups 200😈💦✨",FrankShmoke,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:47,retweeted,"RT @beyzhive: 🚨 | AMAs Stats
Category: Favorite Female R&amp;B Artist

1. Doja Cat — 10.9K 
2. Beyoncé — 8.3K 

I’m voting for Beyoncé for Favo…",4598155994,BEY'Z🐝⬢⬡,submit thyself to the empress god mother supreme #beyhive fan account • 🔞 • not affiliated with @beyonce • he/him • black/tamil • act i #RENAISSANCE out now⤵,beyzhive,1566297292457607168,Krue Carter,MOREHOUSE VIRGO ✍🏿 🛸🐝 I don’t support koons,IMTHEEBARR,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:48,retweeted,"RT @prakashpins: #Thunivu Final Set of Patch work going on Chennai Mount road!

#AjithKumar #ThunivuPongal",1868845410,Prakash,ᴀᴍ ᴀ  🎨ɢʀᴀᴘʜɪᴄ ᴅᴇꜱɪɢɴᴇʀ •📸ᴘʜᴏᴛᴏɢʀᴀᴘʜᴇʀ•📱ᴜɪ ᴅᴇꜱɪɢɴᴇʀ •🎥ᴇᴅɪᴛᴏʀ •🎧 ʟɪꜱᴛᴇɴᴇʀ • ɴᴏ ᴅᴍ ꜰᴏʀ ᴘᴇʀꜱᴏɴᴀʟ ᴡᴏʀᴋ | ᴛᴡᴇᴇᴛꜱ ᴀʀᴇ ᴍʏ ᴘᴇʀꜱᴏɴᴀʟ | ɪɴꜱᴘɪʀᴀᴛɪᴏɴ #AjithKumar ꜰᴀɴ,prakashpins,927096708399489024,# Victor Sasi,# என்றும் தல அஜித் 🔥 🔥🔥,ThalaAj53958768,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:47,retweeted,"RT @SleepwalkersKid: how to make fire work (on his day off)
#bnhahawks &amp; #Endeavor &lt;3 https://t.co/085v4sgvpR",1255507917161324555,Sleepwalkers Queen,20 | she/her | 🇩🇪 | No 🧠 only 🐦 | pro choice | lives off coffee | draws & writes | OCs are free to use | Early access and extra content on my patreon ♥️,SleepwalkersKid,936739724915630080,JigokuNoAo,"El dolor que creía, y el dolor de que no quería ver.",YizuHaru,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:48,retweeted,RT @coach_Drowe: 4 days and counting for our first Practice of the 2022-20223 🏀 Season @_LadyPanthers_  LET’S WORK!!,1101498407900860417,LadyPanthersBasketball,All Things Peachtree Academy Lady 🐆 🏀• Coach @coach_Drowe • GAPPS,_LadyPanthers_,818243160715436033,ɾ ɥɔɐoɔ 🏀,Jerrard Price • Club🍊🏀Academy • Jr😈🔬• Walton County’s only 🏀 intern skill developer • TWGS • Girls Zone 6 🍀,TheWorkNvrStops,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:48,replied_to,sounds good doesn’t work.,1273850774380883975,BLACKPINKOFFICIAL,BLΛƆKPIИK,BLACKPINK,895544360682610688,Big Ol’ Doinks 🐇🇺🇸,"Retweets to share info. Ex-Bernie lib. INTJ-T. Small Govt is the way. Awake not woke. I like freedom, and weed. Doinks’ talks Politics-Stocks-Finance-Crypto",TheBigDoink_,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:47,retweeted,"RT @williambowerman: Happy @BLACKPINK day. 
Had the great pleasure of composing and producing the intro music, all act interludes, solo int…",1273850774380883975,BLACKPINKOFFICIAL,BLΛƆKPIИK,BLACKPINK,349728658,น้องยู,LISA 🖤💗 #แบนYG,CELINEx0327,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:47,retweeted,"RT @ZaidZamanHamid: 6. 
If Pakistan has not become Ukraine so far, it is only because of the deterrent of having nuclear weapons. 
That is…",126966274,Zaid Hamid,"A veteran of Soviet-Afghan war, presently Strategic Security Analyst & founding Consultant BrassTacks - The  Advanced Threat Analysis Think Tank.",ZaidZamanHamid,571007927,Syed Sajjad Ali,"#Soldier .🇵🇰
#Married 💑",NO_FEAR786,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:47,replied_to,@worksfess scam,1244597361826885636,BACA RULES DI (bit.ly/worksfess),Autobase untuk sharing yang berhubungan dengan pekerjaan || Managed by @magnitvde,worksfess,1367854560883081220,Aka,bukan sulap bukan she/her,rakbr_,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:47,retweeted,RT @The_Work_Area: Followed by a Hit &amp; Run in a side by side https://t.co/JV0N3jZYDi,1407982096056918017,Work Area,,The_Work_Area,827190193740451840,Short Track Pictures,"The world sucks right now, let's look at racecar photos",ShortTrackPics,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:48,retweeted,RT @Alonaelo: 3-in-1 Prostate Massager/Vibrator has the added benefit of cock and ball rings that not only work in tandem to enhance your e…,1551037743991377920,Alona,The official page for Best SEX TOYS available in visit my MEDIA . Thankyou🔙,Alonaelo,893521448198975489,🅑🅞🅨 🅜🅐🅢🅚🅔🅓 🅧🅧🅧,"🚨DM x PAID PROMO🔁
Onlyfans▶ https://t.co/BI6pBt4uc7",BoymaskedSexxx,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:47,retweeted,RT @brattiestgoth: just a reminder that i am NOT on here  to see your dick. if you don’t pay me i will never be interested in what you have…,1421908107693895685,𝒶𝓂𝓎,♡ slavic model ♡ selling content ♡ dm for menu ♡ verified ♡ sc & insta: g0thb4rb1e ♡ paypal only ♡ i can be what you want me to be ♡ TeamFM by @Funkympromozz ♡,brattiestgoth,1570871818084384772,UrCurvySuccubus(she/they),"23 YO. MDNI. FR/ENG
                                           
Won't you shake a poor sinner's hand?    
         Come on, let me corrupt your soul",UrCurvySuccubus,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:46,retweeted,"RT @Nibellion: Ex-Bayonetta voice Hellena Taylor says she was offered $4000 for her work in Bayonetta 3, leading to her dropping out of the…",591672691,Nibel,Tweeting about videogames and more,Nibellion,2187735192,Demon Zayy,"LG 05/03/17Bay Area Raised Artist,  Out To Paradise Out Now!",IsaiahAumua,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:46,retweeted,"RT @RepAdamSchiff: Trump’s unsworn “statement” about the work of @January6thCmte is not a substitute for testimony under oath.

We await a…",1415384176593883137,January 6th Committee,"Select Committee to Investigate the January 6th Attack on the United States Capitol | Representative @BennieGThompson, Chairman",January6thCmte,1311780604103610368,Grandma Barb,Loves to read.  Retired teacher.,BarbMccown,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:46,,"Having a cool idea is not enough. It’s better to work on something boring and maybe less exciting that solves real issues. 

#productmanagement #solvingrealproblems",,,,,947768624340639745,Ankur,Product Manager. Stock Market Investor. Trader. Patriot. Rationalist.,ankurshva,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:46,retweeted,RT @b8DNA: Bruh saw me stroking in the car  decided to join &amp; get a taste while his girl at work 😈 https://t.co/PUpHUgrZIu,1359014475886694400,👊🏿🍆B8💦 DNA🪢🤫 Dallas👅 DFW🎯,We host private-invite only F*CK & #B8 #Freaky Sessions in Dallas DFW area for Str8t #lowkey #Discreet #bi #DL MEN MSG 4 invite 🍆💦👅#bate #dlb8 @TxniggazB8💥,b8DNA,1297274561088688128,bigdick12inHungRoungtop,,roungtop,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:46,replied_to,@catslovesdona I was at work and cursing the world 😭,1100208401827516416,donabells~ Ꮚ˃ꈊºัᏊ,20+||🔮🐑 || a blursed Comfydant who likes stars and a therapist || a stupedious meme maker || PR of @daijoubaint || header: @nzm2434 || NO minors pls,catslovesdona,1158190388710170624,Very Beby👹🧧,@Very_Beby is my main. 27 She/Her/They/Them. 18+ only. I can finally be as unhinged as I want here #1 Good Girl/Sweet Thing Down HORRENDOUS 👹🧧,Beby_Akuma,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:47,retweeted,RT @billboard: Beyoncé sets the record straight on allegations about not paying fashion designer Nusi Quero for his work on 'Renaissance'.…,9695312,billboard,music • charts • news • more | @billboardcharts • @billboarddance • @billboardhiphop • @billboardlatin • @billboardpride • @billboardpro,billboard,2260586504,Summers💧,"#Changes 
 ♥️♥️♥️
#Belieberforever
        
BELIEBER since 2k9",itssummers,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:46,,"Work. To they try so hard to
An empire there isn't ے⁦نون⁩- . The only loss    ك̷و̷د̶⁩ ⁦̸خ̷ص̸م̴⁩  .   is the best part https://t.co/dQnH6ydANA",,,,,2639492820,mohamad,,zedanyoyo22,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:47,retweeted,"RT @01Btsxarmy1: BTS only have ARMY,if not us then who will vote? 😢 Teamwork makes the dream work right? We still have time to take the lea…",1238783007881752576,ARMY VOTING TEAM⁷,AVT | Fanbase affiliated to BTSxARMY VOTING TEAM (@01btsxarmy) | Fan Account | @BTS_twt | turn on 🔔 for reminders,01Btsxarmy1,1268776886454366208,♰,,uarmykobi,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:46,replied_to,"@B98Will @Damiii45 @ChrisJBakke When you factor in work/life balance, paid time off, social safety net, healthcare, and education, I unfortunately doubt that US middle class is better off than their EU counterparts.",1361124510,Chris Bakke,"Founder: https://t.co/xt1Nz7k2Jo - the best way to hire amazing people 

Previous: exits to @Indeed @Zillow 

Newsletter about tech, memes, and careers: https://t.co/d826eonRL6",ChrisJBakke,4890925998,Dog Person,"That's just, like, my opinion man",canineperson,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:47,retweeted,RT @Dreamboum: Hideki Kamiya is now blocking people that are questioning why PlatinumGames decided to disrespect the value and of Hellena T…,1042485528787136514,Bring Peanut Butter,Suda51 cultist and FF16 believer. Bring back Ivalice in FF and Venom in Guilty Gear. Sage main in FFXIV. Twitch Partner I guess,Dreamboum,813641453700157440,Erebus,Doing whatever the hell I want/ 21,Turbo_D22,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:46,retweeted,RT @bigidaq: Men will break up with you because they wanna work on themselves and the work is literally another relationship.,973698666442776576,Q🏹,enjoy the journey,bigidaq,1421012292838199307,Zeroiq,I only retweet for fun,blackladder2,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:46,replied_to,"@Knittypicky I followed you back, it should work now",965432821539135488,🍂🎃Knitty🎃🍂,• 🌈 • multi-fandom • #blacklivesmatter • ENFP • ♐️ • SPOILER ZONE! •,Knittypicky,1568668492852854785,L’ilianne,she/her • 20,gretsonwife,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:46,retweeted,"RT @LannaLatina: I was in therapy for addiction but it didn’t work. What can I say? 🤷🏻‍♀️😂

#BlackCockLover #BlackDickAddict #bigblackdicks…",1545458498460336128,Lanna Latina,"Latina girl having lots of fun 💖 
Genuine girl who has started to make sexy content. BBC content, custom pics, custom vids. Full length videos down below ⬇️",LannaLatina,1398737828671012864,Rick,,rickdickbbc,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:46,retweeted,RT @saltwaterstars_: overwhelmed by trying to work on your patterns? you probably don’t have a dozen different patterns to “work on”. you h…,1100419589295484928,"ari, dream~mami🌦","multidisciplinary philosopher. priestess of the planetary ancestors. NORWAC 2023 speaker.👁 1/3 Emo MG, RAX Unexpected Leadership. they/them/gay",saltwaterstars_,1073056071898533891,Sovryn Fiend,thee brat sovryn™️👩🏾‍❤️‍💋‍👩🏾🏳️‍🌈,lafaenoire_,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:46,quoted,"How is Fetterman even in the race? He is incapacitated.
https://t.co/evpHnjX8XB",55329156,RNC Research,"Exposing the lies, hypocrisy, and failed far-left policies of Joe Biden and the Democrat Party. Managed by the Republican National Committee.",RNCResearch,1518591601,Mark Mendlovitz,"Busy busting my stereotype. Scientific reasoning is my nature & training. And if you're a Leftist, I'm enjoying your cognitive dissonance. Trolls get blocked.",MendlovitzMark,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:46,retweeted,"RT @DoubleCrossby: Friend and fellow macro artist Thanatosredux did a take on my Janitor character in his beautiful art style!

Complete wi…",3316525556,TomCrosby,"Macro artist & writer & enthusiast: Unaware, crush, feet, Vore, footwear (skate shoes, boots). LOVE grungy, tattooed, and brutish giants. 

Daz Studio & SFM.",DoubleCrossby,1072837952999370753,R_Gate_CF,,R_Gate_CF,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:45,quoted,"We live in a communist state.
The ANC tells us when to go to bed and when we can and can't work-loadshedding 
The ANC tells us where we can and can't be employed-BBBEE
The ANC tells us if and when we can travel-no jet fuel/railway
The ANC wants to determine our health -NHI https://t.co/SKyUa1cPEF",4039577783,Astrro ⛳ Starr,"Let it be said, so let it be done.  
⛔No DM/BLM/Crypto/BB-EEE ⛔ 
Only Elon Musk & Minki allowed to DM me 😁",Azanamania,304831263,Emile Langenhoven,"I'm only 1, but still I'm 1. I can't do everything; but I can do something; and bcoz I can't do everything, I will not refuse to do the something that I can do.",Emile_ZA,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:46,retweeted,"RT @babymoon0327: (preview) 221015 born pink seoul d-1 off-work
#블랙핑크 #리사 #BLACKPINK #LISA https://t.co/KUK83DTvAD",1573827120551235584,🐣,💖ลลิสา มโนบาล💖 0327~ i’m from 🇸🇬,babymoon0327,1149244405129203712,Lalalalisaaa,"Lisaaa fan girl
Lillliessssss
Army blinkkkkk",Praveen16301858,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:45,retweeted,"RT @01Btsxarmy1: BTS only have ARMY,if not us then who will vote? 😢 Teamwork makes the dream work right? We still have time to take the lea…",1238783007881752576,ARMY VOTING TEAM⁷,AVT | Fanbase affiliated to BTSxARMY VOTING TEAM (@01btsxarmy) | Fan Account | @BTS_twt | turn on 🔔 for reminders,01Btsxarmy1,1116518184419348480,Mell⁷,she/her l @BTS_twt fan acc,Vante_ee,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:46,replied_to,@beyzhive I'm voting for Beyoncé for Favorite R&amp;B Artist at the #AMAs,4598155994,BEY'Z🐝⬢⬡,submit thyself to the empress god mother supreme #beyhive fan account • 🔞 • not affiliated with @beyonce • he/him • black/tamil • act i #RENAISSANCE out now⤵,beyzhive,1562295043875999744,BeautyyBey 👑,Beyoncé Stan Page | Stream “Renaissance” | Non-Affiliated | “Cuff It” Enthusiast | Most Baddest Beyhive Member | 🖕🏽,theeyonce,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:45,,"It's so Eazy!
Your pointless resistance doesn't work on me",,,,,1345242708986589184,ŹOOĻ Lyrics Bot,"Welcome to ŹOOĻ en lyrics bot. All credit goes to respective translators, please check carrd for the proper credit. #ŹOOĻしか勝たん",zool_bot,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:45,retweeted,"RT @atinyteez009: Please have some respect for ateez and their work !

#ApologizeToATEEZ #ApologizeToJosh 
#ATEEZisTheReal #SayMyName

http…",1335557819324502017,pioᴹᵃᵗᶻ,ㅡ for ateez’s #홍중 #성화 #MATZ ♡,atinyteez009,4806630737,lia 🏴‍☠️ ANTIFRAGILE,✧˚₊‧ #momo #seonghwa #beomgyu && #yunjin : ateez 4th gen leaders • she/her ˳·˖✶,hwashirai,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:46,retweeted,"RT @ourjamaisvu: bts did an entire concert for two hours for their biggest auidence yet and completely free, they arent earning anything fr…",1317904057869225985,𝘢𝘵𝘩𝘦𝘯𝘢 ⁷,"ㅤ
ㅤㅤ// thanks to my biggest love, bts ♡ //",ourjamaisvu,1525972318559805447,Rollingj,,Kggrollingj,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:46,retweeted,"RT @ChrisTheFields: ""But if you boycott the game for one actor, what about the years of work hundreds of developers put into the project?""…",1428984433,Christopher,he/him - YouTube man - sprite animator @GS_Sprites - The guy who unironically compared Dark Souls to chocolate milk.,ChrisTheFields,1287655441724403712,Shmaden Shmuki,"He/Him | Bi | White | ADHD |
#BLM #MMIWG #TransRights #StopAsianHate
#FreePalenstine #LandBack
Hoping to learn and grow.
Spidey and Gravity Rush Fan",StainedMask,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:45,retweeted,RT @therealkyra___: U gotta make me feel like I’m the only girl in the world.. That’s the only way it’s gone work,1041487538052104192,Kyra,the diary of a real b****,therealkyra___,2517150334,🌺,,LauraMarinaa_C,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:45,quoted,I mean…as long as the people there are having fun that’s all that matters right…?😰 sucks the visa situation didn’t work out for some the artists like wth happened on the US end 😮‍💨 https://t.co/Om8fYkAsmw,52142492,katie 🪷 // KAMP DAY 1,"me, to jungkook: you're my boy...you're my number one boy... // '95 line, bangtan, film/tv & politics // bylines: @wavesworks",kookaesque,57071866,Bobbitannie⁷,Hustlin in Japanland,BobiBoPeep,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:46,retweeted,RT @DeeOneAyekooto: The moment when Tinubu refused to leave the Podium unless El-Rufai promises to stay in the country after his tenure and…,202154433,Ayekooto,TRUTH is the way.,DeeOneAyekooto,1715839687,Jerry Adams,Executive Director Corporate Services . Kaduna Internal Revenue Service .,jerryadams225,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:45,,"Since it feels like I'm managing to post once every two years here's a tiny preview of things that are almost done. There are others as well ;)

Still got a bit of work to do on the non-furry pieces. As of the furry one, waiting on the text to get the 4 pag comic done :D https://t.co/EGmkRkOMIN",,,,,368327230,🔞EYECRED,"NSFW artist🔞 

Commissions(CLOSED ATM) DM/Mail/Discord",EYECREDD,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:45,retweeted,"RT @_MoonsLounge: DnE Show 221013 - Envious Donghae

D: Look how comfortable that agency. You can eat, work out, and practice
E: Then go an…",556017721,Bulan,"YT: https://t.co/HXhk2bNeSj

IG: https://t.co/RYJnajfwHq",_MoonsLounge,289412473,Sharlene Mai,,Sharlenefish,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:46,retweeted,"RT @BigBossVette: The older I get the more I realize that everything really is that deep. The people you confide in, trust, date, become fr…",1179784993150836736,Vette,Booking : bigbossvettebooking@gmail.com • IM A MFCKING RAPPER 🗣,BigBossVette,4579624166,yhana,Save Afghan Lives @yhanasibelle,alltwitnoaction,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:46,retweeted,"RT @thrasherxy: Should have explained it more clearly upthread — alas, this is clearly the first draft of an essay where I’ll work out the…",1731805261,Dr. Thrasher,"Wrote THE VIRAL UNDERCLASS, longlist nominee for the 2023 Andrew Carnegie Medal for Excellence in Nonfiction. https://t.co/6n7RXCXX5Y",thrasherxy,1108578866400886784,⭕️🏳️‍🌈Hex Maniac Winter🏳️‍⚧️🐉🎃COMMS!!!,"She/they, bi greyace enby genderfae♒️Games, cats, art. DA/ME/LiS/UT/DR/Pkmn/ACNH/SDV/NP. Cover @lethendralis1,PFP @narugib💖DO NOT REPOST MY WORK! Ko-Fi below!",winterhartarts,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:45,replied_to,@YessieXO_ All that work could go into going live!,144063257,boo-ssieXO 👻,business: yessiebiz@gmail.com,YessieXO_,1450138939210207232,a wild yeti,"Black trans artist, lover of animation, splatoon, and lesbianism, hoping to become your fave tree hugger 🌍",ohgohknees,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:45,retweeted,"RT @ourjamaisvu: bts did an entire concert for two hours for their biggest auidence yet and completely free, they arent earning anything fr…",1317904057869225985,𝘢𝘵𝘩𝘦𝘯𝘢 ⁷,"ㅤ
ㅤㅤ// thanks to my biggest love, bts ♡ //",ourjamaisvu,1667012041,chan⁷ ):) 🌺 on bts lockdown until further notice,"if we live fast let us die young//love is nothing else but you

BTXT/Danmei/Anime/LGBTQ+ media enjoyer/lgbtq safe space",DiyooniSauce,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:44,replied_to,@jcasabona I feel like if I said “I should start a podcast” you’d be like “eh actually not you” and I would totally understand and agree.,3160851,Joe Casabona | Podcast Coach,"I help podcasters make their first $10,000 with their podcast. Host of @howibuilt. @LI_Learning Instructor. Dadx3 #Creator #Drummer #Yankees #Cigars",jcasabona,1400919377474588673,Brian Coords,"WordPress, self-directed education, and beverage enthusiast. 💼 @_HDCdev ✏️ @_masterwp 💻 @_understrap",briancoords,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:44,replied_to,@PaulisLazy You should register,1049786590153908225,2-2'r still,"PaulIsLazy, Xenoblade good game play it",PaulisLazy,1445787554511421441,BINC | FrightShow @ LUST XLIX,"20 | CentAr | #1 Pac-man in Arkansas | TO for URSA Mini and Attack on Central, assistant TO of the Pinnacle series",L1ghtshow,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:39:44,retweeted,RT @LoonerLuna: What a work out it is to blow up My whale! https://t.co/wugawWwWpu,731588636,Brent  Moore,Happy to be here on planet earth. always working hard to better myself as a father.,brentm08,1399936924278837249,Luna Looner,"looner girl💖🎈
selling balloons videos and custom videos of anything fetish related✨
.
ig: @lunalooner",LoonerLuna,2022-10-16,2022-10-16 04:30:00,04:38:31
