datetime,tweet_type,tweet_text,og_author_id,og_author_name,og_author_desc,og_author_username,tweet_author_id,tweet_author_name,tweet_author_desc,tweet_author_username,date,rounded_datetime,time
2022-10-16 04:38:54,retweeted,"RT @Parvati46292737: Calm Your Mind with 
#AsharamjiBapuQuotes these quotes work as 
Daily Dose in our life
Thoughts of Sant Shri Asharamji…",1554679763888771072,Parvati,Teacher,Parvati46292737,1259565303232520192,Dr.Ajinkya R Renke (LIC Agent),आज मै जो कुछ भी हु मेरे भगवान संत श्री आसारामजी बापु के वजह से हु!,RAjinke,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:55,replied_to,"@amopastibigwin1 @RichQuack You have amazing work.
Feature it on @globalnft02",1488033991869734920,NFT VISION,"On a mission to empower the digital creators 🤝.
Selling out NFT projects 💸.
Supporting NFT artists @wildsportsbets
DM for inquiries and paid promotions 📩.",Globalnft02,1574368199139004416,Elijah,,Elijah95743018,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:55,,It is always painful for me to read other PM work and commenting on the inconsistency on their work :(,,,,,40458460,MH,"30/Jack of all trades....

Apparently I'm master of none~",MegiYang,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:55,retweeted,"RT @AlmightyThroat1: FINALLY..  DL Teacher Is Back! After Months Of Not Linking, He Pulls Up To My House Unexpectedly As I Was Leaving &amp; Sa…",1574543887808581643,InfinityThroat,"ThroatGoatMKE🐐💦 Dick Eater/Nut Eater Content Creator🎥, Link & Collabs Hmu😝🤘🏾DL, Straight, Bi, Curious & Gay are welcome☺️🤐Travel🧳 SC: BeQuiet32",AlmightyThroat1,976979741550043136,😈 FineAppleExpress,imma Pimp by blood imma #Top who likes his #Bttms slutty and always ready to take dick follow me on https://t.co/prLoxSNF6n #IG @IconicAnt_,energykeeper35,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:54,retweeted,"RT @AotuNFT: ⛩️As of now, we have received many requests for cooperation from communities and project parties, and we thank you for your su…",1524275879920111616,Aotuworld_NFT,AotuWorld is officially authorized to launch AOTUNFT overseas. Aotuverse will open our infinite exploration in Web3 and metaverse through the first issue of NFT,AotuNFT,897056267109380096,Abdul Gudussi Djalo,开学第一天，两个娃，一个托去外婆家吃早饭，一个交给奶奶。有长辈在附近还不算太手忙脚乱，第一天下午课满，忐忑是一定的，今年教的班级也不知道什么情况，我只能尽自己最大的努力吧。希望孩子们能喜欢我。新办公室朝气蓬勃，都是年轻力量，我做一个躺平的中年老教师，还是应该多向他们学习。给自己打打气吧。,DjaloGudussi,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:55,retweeted,RT @JoJodieJodes: Currently at work!!! 😅 Everyone who subscribes to my Onlyfans tonight gets an extra special picture just for them!! 💖😈 ht…,354379455,PrincessAttitude99 💖 TOP 3.2%💖,"♓Pisces♓
☀️.23.Essex.🌙
📹YouTuber&TikToker📷
💙Mystic💙
🐍Slytherin🐍
💍24/11/16💍
SnapChat: @ JoJodieJodes
Insta: @ PrincessAttitude99
💕14.3k+ Subscribers💕",JoJodieJodes,1420911848912609287,Jesús Roldán,Soy sencillo y humilde.,JessRoldn20,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:54,retweeted,"RT @Dexterthekobold: Day 15: Shock
@GardeHexe just got ready for work when she felt really weird, first a headache and then pain in her bac…",374578414,H.exe (Hiatus),29 | pfp by @DinoFruit ; Banner by @mark33189 | FromSoftware & Pokemon enthusiast | Trying to get better at art at my own pace | Please do not repost my works,GardeHexe,1190420417724502016,vi✧,"-17. 
-mainly rts interjected with random comments. 
-non binary.
-sometimes rts weird furry things (mainly tf).
-pfp by @Aruna10422328.
-banner by @CaliS0401.",vithederg,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:54,replied_to,@TacoAmigo777 he could have been afraid to say anything when he was seeking legal advice. he also isn't responsible for our emotional distress. as a community everyone needs to practice distress tolerance and work on not having such emotionally reactive responses.,2299384237,alex! ✨💙💚✨,|| everywhere but nowhere at the same time ||,TacoAmigo777,226479815,mic-or-treat 🍬💀 ||,💛 @corpsewt || emrys! ᵕ̈ ꩜ ✡︎ || 18+ pls || one of us🎗|| $plu3357 || https://t.co/0UkIUaVjHT,forgetmic_,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:54,retweeted,"RT @StonyBrookBASE: The boys of spring puttin' in that fall work 😤

🌊🐺 x #NCAABaseball https://t.co/eNBysJnuaO",510903404,Stony Brook Baseball,"Home of Stony Brook Seawolves Baseball / NCAA Regionals 1995, 2004, 2008, 2010, 2012, 2015, 2019 / College World Series 2012",StonyBrookBASE,1373705539423723522,Kristen Hladik,,HladikKristen,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:54,retweeted,RT @NOOClTY: and watch people ignore sunoos entire hard word of making enhypen work as a GROUP just for their 5 minutes of a false sense of…,1566445912108548097,IQ200 HAPPY SWEET POTATO,over kpop? no. over sunoo? yeah.,NOOClTY,1551766060898332672,pjongsaengz,,jongssaengs,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:54,,"I'm smiling so hard rn at work.
Trance is my therapist. 👏
#ABGT500",,,,,1355538747702603776,hokkaido ⏳️,"30 - Average wolf 🐺 • Anjunabeats/deep, Enhanced Recordings groupie • Fursuit built by: @LazyJoySuits @RandRCustoms
•Texas fur •single",wolf_hokkaido,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:54,replied_to,"@SuellaBraverman They didnt 'try to ruin' it, not that facts have ever got in your way before.",1722829178,Suella Braverman MP,Conservative MP for Fareham and Home Secretary,SuellaBraverman,778872461265932288,Martin Southwood,"Artist, imaginist, writer, consultant, nature lover. Radical #socialist",paintandashes,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:54,replied_to,"@AmazonHelp @TheOfficialSBI Kindly chime in here as @amazonIN was not able to assist. I was simply told by AMZ to connect with the bank. This is SBI Rupay (Network within India) JCB (Network outside India) Debit Card (Card Code: RPJ) and hence, should work like other Debit Cards. Total mess",1282946089,Amazon India,The official Twitter profile of https://t.co/xHtunc8Tcp,amazonIN,1421894132788862982,Pallab Roy Chowdhury,"A common man, just leading a simple life without any expectations",prc1990,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:54,,I act like i don’t work tomorrow 😂,,,,,194197754,Nobody,Nurse 🩺 Scorpio ♏️ IG: itstaffyy__ 💎,onlyonetaff,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:54,retweeted,"RT @DrTedros: .@WHO expresses its deepest condolences to @RESCUEorg whose staff member was killed in #Tigray, Ethiopia. Humanitarians work…",22053725,IRC - International Rescue Committee,"We respond to the world’s worst humanitarian crises and help people to survive, recover, and gain control of their future. Join us #StandWithRefugees.",RESCUEorg,960152270045437954,Berhane Kiross,Time is weapon when people are being starved. EndTigraySiege NOW! Stop #TigrayGenocide.,Axumite_1,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:53,retweeted,RT @ImBuiltLikeThis: I should of went to work lol,414141446,DT ︻┳デ═一,(T)rue(H)ero(U)nder(G)od  ♏️ 🦂,ImBuiltLikeThis,875754241616486400,Should Of Went,Retweeting people who should of went to school a bit more often.,ShouldOfWentBot,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:53,replied_to,@spacedbisley HE WOULD he'd have them hanging everywhere,729802510584553473,Arthur Morgan’s lice,🐀🐀 hitman turned rat owner | matching with @deathsstranding | private acc @harveyskeitel,spacedbisley,1355004958840655873,Hailey 🌹,,dinashaircurl,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:54,retweeted,"RT @01Btsxarmy1: BTS only have ARMY,if not us then who will vote? 😢 Teamwork makes the dream work right? We still have time to take the lea…",1238783007881752576,ARMY VOTING TEAM⁷,AVT | Fanbase affiliated to BTSxARMY VOTING TEAM (@01btsxarmy) | Fan Account | @BTS_twt | turn on 🔔 for reminders,01Btsxarmy1,958860911611068416,Olive ⁷,ARMY for life 💜,yeopiphany,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:54,replied_to,do i take ot,9549022,Iron Spike,"Bestselling author. Cartoonist. Vulgarian. Motormouth. Gifted & Talented. Runs @ironcircuscomix, Chicago's largest comix publisher. Shares plenty, owes nothing.",Iron_Spike,1581064604070957056,auds,elvis and austin enthusiast | she/her | also @cherrysswift,jailhousebutler,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:53,retweeted,"RT @Iron_Spike: Ppl just see goth GFs on TV and think about how much fun it would be to have one, but are YOU gonna take her on all the cem…",9549022,Iron Spike,"Bestselling author. Cartoonist. Vulgarian. Motormouth. Gifted & Talented. Runs @ironcircuscomix, Chicago's largest comix publisher. Shares plenty, owes nothing.",Iron_Spike,1141636362875166720,Coffin Cass,"30s-♂-He/Him | Pillow Princess (The Comfy Kind) | Polyamorous |🔞 Age in bio, or blocked 🔞 |
A little bratty :3 | 🍊",ChillLeopard,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:54,replied_to,"@macastel3 Good post!

Working/living in China &gt;1 year is like an MBA in life!",14140433,Marco Castelli,"Arbitrage commerce between the rest of the world, Italy and China. Shanghai based. SMB owner.",macastel3,1427458423596093450,Dennis Philipse,"Dutch 🇳🇱  HK is my home 🇭🇰 , Ultra Trail Runner, LGBTQ+ 🏳️‍🌈,  Community, Startup, Technology, Impact, Purpose, Founder of Gay Games 11 HK and ""Out in HK""",DennisPhilipse,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:53,replied_to,@IllegalMind115 @SheilaGunnReid Hope you are preparing for cancer.,550250082,Sheila Gunn Reid,"Alberta's child. Oilpatch wife. Farmer mom. Rebel News Board of Directors. Editor-in-Chief. Meat evangelist. Bow hunter. Rise, Peter; kill and eat.",SheilaGunnReid,1567332309933895682,JURRIENS VAN DAM,CARING,JurriensD,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:54,replied_to,@Phil_Lewis_ Based,286998245,philip lewis,detroit native. senior front page editor @huffpost.,Phil_Lewis_,1574392121049681921,BillG,Mpls Funkster saxophonist,BillGaskill_sax,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:54,replied_to,"@berethnara …. my bad, i should have specified there is a time to walk around campus and another, also important time, to lock oneself in the library bathroom to cry as if there is no tomorrow (every 2 days &amp; every sunday guaranteed) (im sorry my dude, it really gets hard sometimes 🫂)",1484686174316810240,Raya :3,(^з^)-☆ || cr:,berethnara,2502224487,sele (spooky) ❁,"'fantasy, like poetry, speaks the language of the night.'                                                                      23 | 🇵🇾 | eng/esp.",curiosasele,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:53,retweeted,"RT @xXBabyOFXx69: Relapsing subs are some of my favorites to work with 🥰
Oh, I will absolutely make sure you feel humiliation tomorrow morn…",1550362002228273152,MISS BABY FIREFLY | GODDESS | $$$,💋 xXBabyOFXx (25)💋✨ Debt Contracts | Chastity | CBT.SPH.CEI | Ownership | Foot Content ✨ $20 tribute🖤,xXBabyOFXx69,1398413195941920768,hiatus,"Be honest, Be real & Be yourself ❤",hiatus1999,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:53,,he could be on mars and i’d find a way to make it work,,,,,1535178976473120768,uʎsʍɐᗡ,I’m nocturnal,D3adD0gg,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:53,,I gotta be at work in 5 hours 😒,,,,,341872357,♟,"👸🏾, riplarry",22lissap,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:54,replied_to,@jodyvance @pattibacchus @steeletalk @dana_gee @CHEK_media Enjoyed your show today.wacthing from Kingston on sat tv. Keep up the good work,1429918391146450951,CHEK,"Proudly independent and local. Employee owned and operated broadcaster based in Victoria, B.C. 65 years serving Vancouver Island and Greater Vancouver.",CHEK_media,42797665,bigtone,,backss,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:53,retweeted,RT @bigidaq: Men will break up with you because they wanna work on themselves and the work is literally another relationship.,973698666442776576,Q🏹,enjoy the journey,bigidaq,1579617029903904768,Maggie,,iamperiod_ah,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:54,replied_to,@screamingbrains I love your work,1443883061666463748,Screaming Brain Studios,"Old School graphics for Old School projects made using 
Old School techniques with a bunch of Old School tools

I make Free Game Assets and Graphics Tutorials",screamingbrains,1309671689194700800,WarGamer,Wannabe indie game developer. Futurist interested in complete automation of the world's industries and self replicating machines.,WarGame30933851,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:53,retweeted,"RT @PopCrave: Manhattan congressional candidate Mike Itkis has shared his own sex tape to highlight his ""sex positive"" platform.

Itkis say…",4429003533,Pop Crave,All Things Pop Culture. 📧Info@PopCrave.com,PopCrave,1315384185935335425,Sin π 🔞,"30/m/Looking for a tasty snack,This should certainly wet your appetite. I won't bite, that's your job.

less lewd: @pie_crafted",your_sin_pie,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:52,replied_to,"@BuckI_Joe @TaylorPopielarz It is exactly how it should work. Negotiating back and forth. Democracy is based on it. Oddly, fascism isn’t. 

What is GOP plan to fund police. 

Crime is up because there are more guns. Last week a kid with AR-15 was planning something at OSU. Not that you would give a shit.",859016395,Taylor Popielarz,"Covering Ohio’s delegation on Capitol Hill for @SpectrumNewsDC & @SpectrumNews1OH | @ABC57News, @QuinnipiacU, @SJRHighSchool alum | Taylor.Popielarz@charter.com",TaylorPopielarz,1052708817794940929,BLP,"🌊 🇺🇸🇺🇦☕️ 🌻🌈Parent, family, transplant Ohioan, green thumb, raised Republican matured into a Democrat. Follow if you want to turn Ohio blue. #voteBlue2022",lbp2345,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:52,retweeted,"RT @Chrissuccess: #Thunivu patch work shoot started! 

Pongal Release!",158671313,Christopher Kanagaraj,"Contributing to @FabFlickz. Movie Follower in Tamil, Malayalam, Hindi, English, Telugu & Kannada. Tweets r Personal. Get Daily reviews for New rels @ckreview1",Chrissuccess,1020158558757797888,siththu kv,"Look after you parents god will look after you 
- #Ajithkumar - MsD -TN51- Thevar Magan- Aircraft maintenance engineer",SiththuKv,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:53,retweeted,"RT @genet09956364: The Council and the wider IC should use every tool at their disposal, including a package
of punitive sanctions, to comp…",1333483732695715845,Gal Alage Adishho❤️,ኦ ጎይታ ህዝብኻ ብምሕረትካ ኣድሕኖ🙏 ❤️💛 #Tigray prevail❤️❤️💛❤️💛💪💪💪,genet09956364,1492433413734817794,𝐉𝐞𝐫𝐫𝐲🥀👑🔰,"ከም ዘይትፈልጥ ምፍላጥ እዩ እቲ ዝዓበየ ፍልጠት ✌tiktok👉  https://t.co/kDG95uFISw YouTube 👉https://t.co/Cpb2RWcWA3. f.b👇
https://t.co/3CARk03ADU",JEERY890,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:52,replied_to,@lively_nation Why? Making up individual pronouns for every person on earth is insanity. Validating that insanity is also a type of mental illness. Thus . . . lunatics. https://t.co/EFmZE0RKDN,1568919328388530178,Blake Lively Stan 💕,"#1 fan of Blake Lively. Daily updates, pics 🏞 videos 🎥 Spreading love 💕 (not hate) and support for the talented and beautiful Blake Lively",lively_nation,1437086596768088076,Wynn Duffy 🇱🇹,Back to this hellsite after a year of self imposed exile. Political nomad. There's a very good chance that I think your favorite politician is a douchebag.,WynnDuffyOG,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:52,retweeted,"RT @ourjamaisvu: bts did an entire concert for two hours for their biggest auidence yet and completely free, they arent earning anything fr…",1317904057869225985,𝘢𝘵𝘩𝘦𝘯𝘢 ⁷,"ㅤ
ㅤㅤ// thanks to my biggest love, bts ♡ //",ourjamaisvu,1062087945761554433,結 hanii ⁷,when you're winning the argument so they block you out of frusteration 🤭🤭,hxaniii,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:52,replied_to,@ernestfx_ @Toothpaste__1 Maybe,1283763148030390273,𝐓𝐨𝐨𝐭𝐡𝐩𝐚𝐬𝐭𝐞 ⚡️,|| Black Pepper Exporter || @mubs alumni || Entrepreneurial enthusiast || mixed blood 🇺🇬 🇬🇳🇨🇮||@Hillsdale College Michigan || Fik and Burna 🔥,Toothpaste__1,1547090234705268737,Lavi ❤️❤️❤️,"하나님 나라

The poet",Laviz0,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:52,replied_to,"@iCANTTKUSRIUSLY @sredge When that introspective side to progress is disregarded, what remains is a battle of subjectivity, of what each of us THINKS should be the next step of humanity. And most of what we do in that sense is expecting others to change for us.",180617586,Susan Redge,"Bernie Supporter, #NotmeUs",sredge,198017129,Derf Shaya,"Simulacrum of a thinking human on a journey to attain sapience.

https://t.co/UzVl86hAtF",derfshaya,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:52,retweeted,RT @moisturizednerd: patriarchy and the porn industry ruined people’s perception of intimacy. i work in labor and delivery and seeing fathe…,72163535,s 🇵🇷,viva el caribe libre |👩🏽‍🔬| leo| ☭,moisturizednerd,948318914,✨,"looking from a window above, it’s like a story of love. 🪟☁️ a highly opinionated fashion/film/tv/music connoisseur. some tweets are for parodic purposes.",mabelsmidnights,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:53,replied_to,"@ARTheBeliever 🤣🤣 ""Riots work.""",1036858356563030016,Grandmas Pancakes,"Muslim New Afrikan, Rapper, Maroon, Anti Capitalist.",ARTheBeliever,3154224432,Abu Emad,Historian of the African American Experience and U.S. Foreign Policy. Retweet is not necessarily an endorsement.,AbuEmadbinH,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:52,replied_to,"@theebigbossSS Offensive recruits too.  UF was stopped on offense much of the night.  Two 50+ yard plays, a short drive after a TO led to a majority of UF's points.",289387386,Mr. Snell,Former Florida Gator All-American. BBQ Thanos. Lover of all things Brisket. I bleed Orange and Blue 🐊,theebigbossSS,48938093,James Swofford,,JamesSwofford,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:53,quoted,Ok they too damn nice lol https://t.co/SwpPiB2XAo,609581844,Matt Zimmerman,"Lifelong Razorback •Former Assistant Basketball Coach Arkansas,Missouri,UAB. Wonderview/Plainview/Dardanelle HS  Please listen to Razorback Daily",CoachZ_ARKANSAS,358324334,Son Swift,"Believer of The Most High | Music Producer | Boxing Expert | I don’t debate or argue || For Beats/Inquiries: cswiftmusic@gmail.com | From: Little Rock, AR",its_sonswift,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:52,quoted,You just give ticket to kuldeep Bishnoi's son and another side talking about parivaarvad https://t.co/Oq6HFHBlJN,355989081,ANI,"Asian News International. Multi-media news agency, content for information platforms: TV, Internet, broadband, newspapers, mobiles https://t.co/eEMPAbi38k",ANI,145633245,SumiT TooR,Life dedicated to humanity..,sumittoor,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:53,retweeted,"RT @Mhandisi84: @Jules31415 McConnell wants to be Majority Leader before he retires (I doubt he will run for re-election again), but only o…",263547117,Julia 🇺🇸,"Old-School Conservative. Citizen Journalist. 🎙#SpacesHost, @TwoFedsTheTruth Podcast Host. Truth Social, Gettr, Parler: MadamPresident. 🇺🇸",Jules31415,1371291126011953152,SueKee,Irish/Italian🇺🇸JerseyGirl🇺🇲Married🇺🇸Trumpublican🇺🇲I stand with Israel🇮🇱 #MAGA,SueKee4,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:52,replied_to,@JerronK_ LMFAOOO 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,772184387530227712,JK,4DB💰🖤|,JerronK_,851135801991802880,42k,"40,000+ Subscribers on @YouTube 120,000+ Followers on @TikTok",Indeviouz,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:53,replied_to,@Adrian_Fontes 331 likes after 4 hours and supposedly 30k followers,517319985,Adrian Fontes,USMC Vet. Patriot. Election Hawk. Dad. Dem Nominee for AZ Secretary of State. Maricopa’s 29th Recorder RT≠endorsement,Adrian_Fontes,23153307,Dog Minion,#1a #2a,Levidog,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:52,retweeted,"RT @kahsay_rgat: The Council and the wider IC should use every tool at their disposal, including a package
of punitive sanctions, to compel…",1521836114633445380,Rgat Kahsay,"ዓወት ንዘይተርፍ  ፅንዓት
ትግራይ ትስዕርን ፈረቓን ብጀጋኑ ደቃ 
ትግራወይቲ እየ ዘኩርዕ እምበር ዘሕፍር ታሪኽ ዶ ኣለኒ እዩ ጋልያቱ
ሚስጥር ዓወትና ሓድነትና::",kahsay_rgat,1505161753348423682,➠ሙሉ አማሃ (ጋል 70እንደርታ መቐለ 🇮🇩Ⓜ💞Ⓗ💊❤),✍️ሁውከት እና ራብሻ: አብዝበዝሖ ዓለም :እንታይ ነይርዎ ሰላም ብካሴት ተትሕተም / ትግራይ ትስዕር::(Ⓜ💞Ⓗ 03.11.2014.💞),MuLuTESFY,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:51,retweeted,"RT @JakeMatthewsUFC: It is not hard to get to the UFC
Any bum can string together 5 wins against pub drunks &amp; get a contract.
That does not…",1393453590,Jake Matthews,,JakeMatthewsUFC,71177550,Mohamed Khabir,🙉,Mohamedkhabir,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:52,replied_to,@HarryTo100 I’m voting for Harry Styles for ARTIST OF THE YEAR at the #AMAs keep driving,1358833268125220864,Harry Promo,Promoting GRAMMY winning artist Harry Styles with streaming parties and getting all of #HarrysHouse to 100M 🏠 | contact: harryto100promo@gmail.com,HarryTo100,1480527371660894212,out of aanya’s system,she/her pleasing not perfect.,whyaanya,2022-10-16,2022-10-16 04:30:00,04:38:31
2022-10-16 04:38:51,retweeted,RT @ofmd_alsaurus: something is happening in another corner of the internet that I do not like. if it reaches the wrong people I believe it…,1508234094525640705,alsaurus ☘️🦕,I’m the one who writes the weird pirate porn. ofmd-alsaurus on tumblr and alsaurus on ao3,ofmd_alsaurus,1519762751064711169,justatouchmorethan,kraken open a cold one with the gays,justatouchmore1,2022-10-16,2022-10-16 04:30:00,04:38:31
